Title,Publication Year,Journal Name,DOI
How sensitive are catchment runoff estimates to on-farm storages under current and future climates?,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130185
The influence of the 2022 extreme drought on groundwater hydrodynamics in the floodplain wetland of Poyang Lake using a modeling assessment,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130194
Can continuous simulation be used as an alternative for flood regionalisation? A large sample example from Chile,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130118
Groundwater pollution source identification using Metropolis-Hasting algorithm combined with Kalman filter algorithm,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130258
"Exploring the contribution of environmental factors to evapotranspiration dynamics in the Three-River-Source region, China",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130222
"Origin and evolution of deep lithium-rich brines in the southwest Jianghan Basin, central China: Evidence from hydrochemistry and stable isotopes",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130163
Drought-induced changes in hydrological and phenological interactions modulate waterbird habitats dynamics,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130228
"Increasing multiscale variability in extreme precipitation under global warming in the Tienshan Mountains, Central Asia",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130158
Efficient representation of transient tidal overheight in a coastal groundwater flow model using a phase-averaged tidal boundary condition,2023,Advances in Water Resources,10.1016/j.advwatres.2023.104538
Sensitivity analysis of the hyperparameters of an ensemble Kalman filter application on a semi-distributed hydrological model for streamflow forecasting,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130251
Investigation of porosity variation on water retention behaviour of unsaturated granular media by using pore scale Micro-CT and lattice Boltzmann method,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130161
Rethinking environmental flow management strategies in reservoir operations from an integrated water quality perspective,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130196
Estimating the impact of temperature and streamflow change on river nitrogen pollution using the land-river integrated modeling system,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130190
The mechanism of dissolved oxygen mixing and atmospheric reoxygenation at the confluence with different flow ratios and junction angles,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130191
Adaptive selection and optimal combination scheme of candidate models for real-time integrated prediction of urban flood,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130152
"Spatio-temporal rainfall interception loss at the catchment scale from earth observation in a data-scarce area, Northern Ethiopia",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130126
Deciphering the black box of deep learning for multi-purpose dam operation modeling via explainable scenarios,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130177
Combining process-based model and machine learning to predict hydrological regimes in floodplain wetlands under climate change,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130193
"Investigating groundwater recharge using hydrogen and oxygen stable isotopes in Kabul city, a semi-arid region",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130187
Analysis of nationwide groundwater monitoring networks using lumped-parameter models,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130120
"Cascading hazards from two recent glacial lake outburst floods in the Nyainqêntanglha range, Tibetan Plateau",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130155
Dynamic compound droughts in the Contiguous United States,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130129
Mitigating seawater intrusion in coastal aquifers: Novel approach with treated wastewater injection and groundwater circulation,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130139
Advanced application of time series analysis in complex karst aquifers: A case study of the Unica springs (SW Slovenia),2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130147
Water accounting under climate change in the transboundary Volta River Basin with a spatially calibrated hydrological model,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130092
"Changes in energy balance and total evaporation with age, and between two commercial forestry species in South Africa",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130127
Where the water goes: Partitioning surface flow and streambed infiltration in an ephemeral river laboratory experiment,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130159
Hyporheic exchange and nitrogen cycle processes under the dual effects of flooding and heterogeneous streambed,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130188
Flood risk cascade analysis and vulnerability assessment of watershed based on Bayesian network,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130144
Strategies analysis for improving SWAT model accuracy and representativeness of calibrated parameters in sediment simulation for various land use and climate conditions,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130124
Influence of the karst matrix hydraulic conductivity and specific yield on the estimation accuracy of karstic water storage variation,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130186
Enhancing estimation accuracy of nonstationary hydrogeological fields via geodesic kernel-based Gaussian process regression,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130150
Riding the waves of discomforts: Reflecting on the dialogue of hydrologists with society,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130189
Water depth and productivity regulate methane (CH<inf>4</inf>) emissions from temperate cascade reservoirs in northern China,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130170
The competition between heterotrophic denitrification and DNRA pathways in hyporheic zone and its impact on the fate of nitrate,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130175
"Impact of sediment size, channel velocity and plant density on sediment deposition inside Phragmites australis canopies",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130151
Recent intensification of riverbed mining in the Mekong Delta revealed by extensive bathymetric surveying,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130174
Substrate moisture variations of extensive green roofs with different structural configurations in a semi-arid region: Observational data and dynamic simulation,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130133
Verification of the consistency of surface water spatial databases and their importance for water management in Poland,2023,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2023.101486
"Sink or carbon source? how the Opuntia cactus agroecosystem interacts in the use of carbon, nutrients and radiation in the Brazilian semi-arid region",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130121
Analytical solutions for brine invasion across caprock and leakage through an abandoned well in CO<inf>2</inf> storage sites,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130046
Unraveling the 2021 Central Tennessee flood event using a hierarchical multi-model inundation modeling framework,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130157
An alternative approach to investigation of sediment transport through a karst aquifer,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130037
"Effects of a large-scale dam structure on upstream and downstream lateral hyporheic exchange and residence time distributions – The Xinglong Water Conservancy Dam, China",2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130073
Understanding groundwater storage and drainage dynamics of a high mountain catchment with complex geology using a semi-distributed process-based modelling approach,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130067
Daily dynamic thresholds of different agricultural drought grades for summer maize based on the Vegetation Water Index,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130070
A multi-decadal national scale assessment of reference evapotranspiration methods in continental and temperate climate zones of South Korea,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130021
A combined hydrodynamic model and deep learning method to predict water level in ungauged rivers,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130025
Asymmetric response of global drought and pluvial detection to the length of climate epoch,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130078
Influence of soil-gas diffusivity on expansion of leaked underground natural gas plumes and application on simulation efforts,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130049
Modeling the heat transfer of rainfall runoff in the typical catchment of Beijing,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130113
Pre-event base flow as a useful indicator for flood forecasting,2023,Advances in Water Resources,10.1016/j.advwatres.2023.104539
1-D coupled surface flow and transport equations revisited via the physics-informed neural network approach,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130048
PoreSkel: Skeletonization of grayscale micro-CT images of porous media using deep learning techniques,2023,Advances in Water Resources,10.1016/j.advwatres.2023.104544
Characterising the regional growth of on-farm storages and their implications for water resources under a changing climate,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130097
"Coupled fluid flow, solute transport and dissolution processes in discrete fracture networks: An advanced Discontinuous Galerkin model",2023,Advances in Water Resources,10.1016/j.advwatres.2023.104540
Numerical simulation of turbidity currents using consistent particle method,2023,Advances in Water Resources,10.1016/j.advwatres.2023.104536
Expressive fluxes over Amazon floodplain revealed by 2D hydrodynamic modelling,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130122
Machine learning modeling of water footprint in crop production distinguishing water supply and irrigation method scenarios,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130171
Revisiting the concept of hydraulic radius,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130134
Evaluating drought monitoring utility of the top-down and bottom-up satellite precipitation products over mainland China from a three-dimensional perspective,2023,Journal of Hydrology,10.1016/j.jhydrol.2023.130153
